,serial,init_equity,equity,leverage,contract,qty,entry_price,losscut_price,exit_price,limit_price,pl,pred,tradetype,stage,losscut,entrytime,exittime,direction,startup_flag
104,339224,1000.0,1138.2280000000003,3.0,BTCUSDT,0.048,62633.5,60545.71666666667,65582.0,41800.16666666667,138.22800000000024,1,LONG_EXIT,0,0,2024-05-15 10:00:00,2024-05-16 14:00:00,upper,0
105,339225,1000.0,1039.9032,3.0,BTCUSDT,0.046,64982.7,62816.61,65921.9,43243.56956521739,39.90319999999993,1,LONG_EXIT,0,0,2024-05-16 17:00:00,2024-05-17 06:00:00,lower,0
106,339226,1000.0,1029.0325,3.0,BTCUSDT,0.045,66118.1,63914.16333333334,66836.6,43895.87777777779,29.03249999999998,1,LONG_EXIT,0,0,2024-05-17 08:00:00,2024-05-18 13:00:00,upper,0
107,339227,1000.0,1011.6129999999996,3.0,BTCUSDT,0.045,67134.0,69371.8,66802.6,89356.22222222222,11.612999999999555,0,SHORT_EXIT,0,0,2024-05-19 03:00:00,2024-05-19 12:00:00,upper,0
108,339228,1000.0,998.4505000000006,3.0,BTCUSDT,0.045,66684.6,68907.42000000001,66645.7,88906.82222222222,-1.5494999999994437,0,SHORT_EXIT,0,0,2024-05-19 17:00:00,2024-05-20 02:00:00,lower,0
109,339229,1000.0,1081.6771999999999,3.0,BTCUSDT,0.044,68290.3,66013.95666666667,70221.6,45563.027272727275,81.67719999999981,1,LONG_EXIT,0,0,2024-05-20 17:00:00,2024-05-21 14:00:00,upper,0
110,339230,1000.0,1024.3446999999999,3.0,BTCUSDT,0.043,70259.2,72601.17333333332,69616.3,93515.01395348838,24.34469999999983,0,SHORT_EXIT,0,0,2024-05-22 16:00:00,2024-05-22 18:00:00,upper,0
111,339231,1000.0,1031.2505000000003,3.0,BTCUSDT,0.043,69210.1,66903.09666666668,70013.6,45954.28604651163,31.250500000000283,1,LONG_EXIT,0,0,2024-05-22 23:00:00,2024-05-23 11:00:00,lower,0
112,339232,1000.0,993.0524000000003,3.0,BTCUSDT,0.044,67800.8,70060.82666666668,67883.7,90528.07272727272,-6.947599999999785,0,SHORT_EXIT,0,0,2024-05-23 14:00:00,2024-05-24 14:00:00,lower,0
113,339233,1000.0,994.9714000000006,3.0,BTCUSDT,0.043,68969.7,71268.69,69009.9,92225.51395348838,-5.028599999999461,0,SHORT_EXIT,0,0,2024-05-24 18:00:00,2024-05-26 12:00:00,upper,0
114,339234,1000.0,995.2524000000005,3.0,BTCUSDT,0.044,68851.2,66556.16,68818.3,46123.92727272727,-4.747599999999512,1,LONG_EXIT,0,0,2024-05-26 15:00:00,2024-05-26 16:00:00,upper,0
115,339235,1000.0,1014.2955999999997,3.0,BTCUSDT,0.044,68552.0,66266.93333333333,68951.9,45824.72727272727,14.295599999999649,1,LONG_EXIT,0,0,2024-05-26 22:00:00,2024-05-27 13:00:00,lower,0
116,339236,1000.0,1074.4095999999997,3.0,BTCUSDT,0.043,70439.2,72787.17333333332,68632.0,93695.01395348838,74.40959999999968,0,SHORT_EXIT,0,0,2024-05-27 15:00:00,2024-05-28 01:00:00,upper,0
117,339237,1000.0,993.4043999999997,3.0,BTCUSDT,0.044,68400.1,66120.09666666668,68325.2,45672.82727272728,-6.595600000000378,1,LONG_EXIT,0,0,2024-05-30 14:00:00,2024-05-30 22:00:00,upper,0
